藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
0,62,0,-1,-8,8,-6,-1,-1,0,0,-2692,-0.6,-2753,43,-23
0,-5,3,-1,-3,3,-3,-1,-1,0,0,-1976,-1,-2992,-42,10
0,-19,18,-1,1,-1,-2,1,1,0,0,-642,0.2,311,9,-2
0,-9,3,1,-4,4,2,0,-1,1,1,1051,-0.4,-1411,26,-5
1,-3,4,1,2,-2,4,0,0,0,0,932,-0.4,-534,-6,-6
0,-7,-2,1,-1,1,-2,0,-1,1,1,1197,-0.4,-947,5,-6
1,4,-1,1,7,-7,9,1,0,1,0,2858,0.8,2734,33,3
1,4,-3,-1,0,0,-2,1,0,1,0,202,0.2,686,-16,18
0,0,-4,1,-1,1,0,1,1,0,0,-688,-0.2,-1113,-33,5
1,4,-2,1,8,-8,7,1,1,0,1,6289,1.2,3996,38,24
0,6,0,-1,-7,7,-6,-2,-1,-1,-1,-4075,-0.4,-3154,12,-1
0,-2,-1,-1,5,-5,4,0,1,-1,-1,651,0.6,2427,49,-37
0,-3,-4,-1,-5,5,2,-2,-1,-1,0,-1882,-0.8,-1917,36,-28
1,3,0,1,0,0,0,1,1,0,0,-695,0,-683,-24,-14
0,2,1,-1,1,-1,-1,0,-1,1,0,711,0.2,1614,28,0
0,-75,1,-1,0,0,1,1,1,0,0,-325,-0.2,-231,-15,0
0,1,-1,1,-1,1,-1,1,1,0,0,-341,-0.6,-1582,-18,4
1,135,0,-1,1,-1,-3,2,1,1,0,-284,-0.2,-260,-19,1
0,0,3,1,-3,3,-5,0,0,0,0,-37,-0.2,-382,22,-2
0,-4,2,-1,-5,5,-3,-1,-1,0,0,-2234,-0.6,-2021,-3,-28
1,-12,-2,1,-1,1,-1,-1,-1,0,0,-299,0,-238,14,-16
0,-4,0,-1,-7,7,-13,-1,-1,0,0,-3046,-0.6,-1990,-1,11
0,-1,3,-1,-2,2,-2,1,0,1,0,-259,0,357,1,2
1,-3,2,1,5,-5,2,0,-1,1,0,2095,0.2,1876,5,-14
1,-2,0,1,7,-7,7,0,-1,1,0,4597,0.6,3583,53,4
1,-19,0,1,5,-5,4,0,0,0,0,4151,0.6,3492,69,-6
1,-2,3,-1,0,0,2,0,0,0,0,-3,-0.2,-765,-11,-11
1,1,1,1,3,-3,-1,-1,-1,0,0,1215,0.4,1170,-41,0
0,1,-3,-1,-6,6,1,1,1,0,0,-2279,-0.4,-2155,1,-19
1,6,-2,1,1,-1,-1,0,1,-1,0,771,0.4,1255,28,7
0,24,-1,-1,-1,1,-3,1,1,0,0,-1288,0.2,-685,13,6
0,0,3,-1,-2,2,5,-2,-1,-1,-2,-4408,-1,-4522,-48,-28
0,9,0,-1,-7,7,-8,-2,-1,-1,0,-3385,-1,-2980,-19,-3
0,-10,3,-1,-3,3,-3,2,1,1,0,-1691,-0.2,-1608,-5,-7
0,-2,4,1,3,-3,-2,-1,-1,0,0,995,0.2,707,13,-9
1,-3,0,-1,7,-7,14,1,1,0,0,2402,0.2,2023,-37,20
0,4,0,1,0,0,-3,1,1,0,0,-25,0.4,954,-3,20
0,2,0,1,3,-3,1,1,1,0,0,1221,0,494,-21,7
0,-31,-1,-1,5,-5,9,-1,-1,0,0,1841,0,-591,27,-45
1,1,-1,1,10,-10,8,2,1,1,0,4368,0.6,3523,22,0
0,-62,0,-1,3,-3,4,2,1,1,0,2052,0.4,2845,16,12
0,38,2,1,-3,3,-1,0,-1,1,0,-1725,-0.6,-2264,18,-28
1,1,-1,-1,2,-2,-2,-1,-1,0,0,1479,0.2,1002,30,0
0,2,-2,-1,1,-1,3,0,0,0,0,-674,0.2,909,-3,10
1,-49,-1,1,5,-5,2,1,1,0,0,3993,0.2,2165,57,16
0,6,-1,-1,-4,4,-2,1,1,0,0,-2522,-0.6,-1763,-5,-8
1,-23,0,1,5,-5,8,0,-1,1,0,1858,0.2,1429,20,-8
0,3,2,-1,1,-1,4,1,1,0,0,-996,-0.4,-1894,-51,-16
1,-3,2,-1,0,0,-3,-1,-1,0,0,-346,0.2,316,-12,-3
0,0,1,-1,-2,2,-4,0,0,0,0,-1946,-0.4,-1148,-66,-3
0,44,-5,1,-3,3,1,0,0,0,0,-775,0,-412,15,-6
1,-1,-1,1,-1,1,-5,0,-1,1,0,-1963,-0.6,-1936,-41,-10
0,-19,-1,-1,-7,7,-4,-1,0,-1,-2,-6199,-1.2,-4997,-54,-13
1,13,1,-1,-2,2,2,0,0,0,0,520,0.4,941,-9,28
1,-2,0,-1,-1,1,0,-2,-1,-1,0,-243,0.2,860,1,22
1,-2,1,1,4,-4,7,0,0,0,0,3314,0.2,2262,42,20
1,-37,0,-1,0,0,-3,1,0,1,1,1680,0.8,2384,50,4
1,4,1,1,8,-8,3,2,1,1,0,5025,0.8,3609,92,4
1,24,1,1,6,-6,13,0,0,0,1,4426,0.8,2385,10,-8
1,4,-1,-1,-3,3,-5,-1,0,-1,0,-1937,-0.2,-1459,13,-11
0,85,1,-1,3,-3,3,0,0,0,0,1481,-0.2,996,-7,23
0,6,1,-1,-7,7,-12,-1,-1,0,0,-3643,-0.6,-3628,-28,-19
0,-2,1,1,-4,4,-9,0,0,0,0,-2240,-0.2,-1945,-29,-3
1,57,-2,1,5,-5,7,1,1,0,0,2027,0.6,2259,-10,15
1,-23,-1,-1,-6,6,-8,1,1,0,0,-2844,-0.4,-2533,16,4
1,0,3,1,0,0,-4,-1,0,-1,0,500,0.2,1220,20,12
0,2,2,-1,-3,3,2,0,0,0,0,-315,0,-293,64,-4
0,2,-1,1,-6,6,-7,0,0,0,0,-4625,-0.8,-3193,-45,-9
0,1,-1,-1,-2,2,-3,-1,-1,0,0,-2162,-0.2,-1230,-6,0
1,4,-1,-1,5,-5,3,0,0,0,0,4170,1,4481,86,12
1,-4,0,1,0,0,-1,1,1,0,0,-473,-0.6,-1354,1,-29
1,3,-2,1,6,-6,3,2,1,1,0,3248,1,2592,38,11
0,-5,0,-1,-12,12,-16,-1,-1,0,0,-5624,-1,-4155,-7,2
0,-1,0,-1,-4,4,-1,1,1,0,0,-1769,-0.2,-587,-24,16
0,2,1,-1,-2,2,1,1,1,0,0,-2238,-0.4,-1138,1,-28
0,-23,0,-1,-9,9,-10,-1,-1,0,0,-3756,-0.6,-1406,31,15
0,92,-3,1,-1,1,-1,-2,-1,-1,0,-2314,-0.2,-1903,-26,4
1,0,-1,1,-2,2,1,-1,0,-1,0,-207,-0.2,-1282,19,-8
1,5,4,1,3,-3,2,1,1,0,0,2445,0.4,1807,25,3
1,1,-2,1,2,-2,7,0,0,0,0,2073,0.6,2090,36,11
1,0,4,-1,4,-4,6,-2,-1,-1,0,2012,0.6,2314,29,-4
0,-7,2,-1,-2,2,-4,-1,-1,0,0,-1740,-0.2,-916,-34,-12
1,1,-1,-1,3,-3,0,1,1,0,0,1959,0.6,2441,7,17
0,0,-2,1,2,-2,3,0,0,0,0,1471,0,187,50,-5
0,6,1,-1,-8,8,-4,-1,-1,0,0,-3859,-0.2,-2011,-3,-24
0,24,2,-1,-4,4,-4,-1,-1,0,0,-2566,-0.4,-1797,-29,-6
1,-3,0,-1,0,0,2,-1,-1,0,0,-1518,-0.2,-1106,-54,-7
1,3,1,1,3,-3,2,1,1,0,0,1387,0.4,702,16,-12
1,8,-3,-1,0,0,2,1,1,0,0,370,0.2,726,-19,16
1,1,1,1,13,-13,18,0,1,-1,1,7605,0.8,3993,25,-8
0,-4,0,-1,0,0,-2,0,0,0,0,-609,-0.4,-1011,-34,5
0,-21,3,1,-1,1,0,-1,-1,0,0,-501,-0.4,-1154,-19,10
1,-44,0,-1,-1,1,-4,-1,-1,0,0,-486,0,180,-8,11
0,76,2,1,-3,3,-6,1,1,0,0,-1108,-0.2,-370,-4,4
0,-17,0,-1,0,0,-1,0,0,0,0,-152,0.2,16,4,15
1,-2,1,-1,0,0,1,0,0,0,0,1501,0,274,9,-1
1,-2,2,1,4,-4,7,-1,-1,0,0,1829,0.4,1496,3,-4
0,-17,1,1,-2,2,-3,1,1,0,0,-790,0,-741,6,4
1,6,-2,1,1,-1,1,1,1,0,0,1885,0.4,1082,24,31
1,-2,1,1,-3,3,-2,-1,0,-1,0,-1348,-1,-2082,-32,-12
1,-2,1,-1,2,-2,-2,-1,-1,0,0,-47,-0.2,-888,-13,-26
0,12,4,-1,-3,3,0,-2,-1,-1,0,-1091,0,-617,-9,-3
1,6,-2,-1,-4,4,-6,1,1,0,0,-1808,-0.8,-1818,34,-6
1,-4,0,-1,2,-2,5,1,1,0,0,2061,0.4,924,8,14
0,-70,-3,-1,-3,3,-4,-1,0,-1,0,-872,0,-432,20,-13
1,-2,0,-1,-2,2,1,-1,-1,0,0,-1682,-0.4,-2102,-35,-48
0,8,-2,1,0,0,-3,-1,-1,0,0,-262,-0.2,-1246,25,-44
1,46,0,-1,8,-8,12,-1,-1,0,0,4108,0.6,2927,19,-3
0,0,0,1,-6,6,-4,-1,-1,0,0,-2398,-0.6,-2326,-15,0
0,1,2,-1,1,-1,7,-1,0,-1,0,-167,0.2,309,-12,7
1,0,4,1,5,-5,3,2,1,1,0,3105,0.6,2085,52,-8
0,21,-3,1,-2,2,1,0,-1,1,0,-1208,-0.4,-1365,-37,-8
1,-1,-2,1,5,-5,1,1,1,0,1,4088,0.8,2662,46,2
1,2,1,-1,5,-5,8,0,0,0,0,2042,0.2,1127,12,-27
0,0,-3,-1,-7,7,-5,1,1,0,0,-4801,-1.2,-5205,-51,-16
1,5,1,1,1,-1,4,1,1,0,0,192,-0.4,-1312,9,-11
1,-3,3,1,2,-2,6,1,1,0,0,-566,-0.8,-3406,-68,-2
1,-8,0,1,3,-3,1,2,1,1,0,1651,0,402,-2,-4
0,-1,-1,-1,8,-8,6,1,0,1,0,4646,1.2,3861,16,7
0,24,0,1,-1,1,0,0,0,0,0,-980,-0.2,-684,-20,0
1,-1,-2,1,4,-4,6,-2,-1,-1,0,2264,0.6,1130,13,-17
0,2,0,-1,-3,3,-7,1,1,0,0,-1673,-0.2,-787,-17,7
0,-8,1,1,2,-2,9,-1,0,-1,0,-866,-0.8,-2133,5,-23
1,0,2,-1,-3,3,-9,-1,-1,0,0,-1402,0,-90,4,-5
1,-51,1,-1,2,-2,2,2,1,1,0,-445,-0.2,-293,-7,-14
1,-2,0,-1,-1,1,-1,0,0,0,0,-802,-0.4,-1243,-17,5
0,43,-1,1,1,-1,5,-1,-1,0,0,179,-0.2,-417,-7,-16
1,3,-3,1,1,-1,3,-1,-1,0,0,886,0.2,706,-2,19
1,-6,4,1,5,-5,0,1,1,0,0,1409,0.4,2205,43,-2
1,-5,5,-1,-6,6,-8,-2,-1,-1,0,-3259,-0.2,-1518,-27,12
0,-45,13,1,1,-1,3,1,1,0,0,1074,0,237,9,4
0,-37,0,-1,1,-1,-1,-1,-1,0,0,1016,0.8,2078,21,14
0,-2,1,-1,-2,2,-1,-2,-1,-1,0,-697,-0.2,-1133,-30,-2
0,-2,0,1,0,0,-3,-2,-1,-1,0,399,0.2,1148,42,-27
1,-4,2,-1,-6,6,-9,-1,-1,0,0,-387,0.2,1466,16,37
1,-4,-1,1,6,-6,0,2,1,1,1,3456,0.6,3233,45,0
1,-1,0,1,3,-3,2,0,0,0,0,1486,0.2,991,13,2
0,58,2,-1,-4,4,-4,-1,-1,0,0,-2194,-0.2,-1240,-36,22
0,21,3,-1,-3,3,0,1,1,0,1,-173,0,-989,-5,8
1,3,-1,1,1,-1,0,-1,-1,0,0,2000,0.2,1065,50,9
0,-3,3,-1,-12,12,-12,-1,0,-1,-1,-7666,-1,-5484,-48,-52
1,43,-1,1,2,-2,2,0,0,0,0,1875,0.4,1361,15,-13
1,1,3,1,5,-5,8,0,1,-1,0,2578,0.4,1160,17,-5
1,27,0,-1,-3,3,0,0,0,0,0,-629,-0.2,-1232,10,23
0,-1,-2,1,1,-1,3,0,0,0,0,-1253,0,17,3,-12
0,2,3,1,5,-5,1,-1,-1,0,0,1675,-0.2,-423,2,-20
1,2,4,1,5,-5,5,-2,-1,-1,0,3138,0.6,2806,35,-6
1,0,3,1,5,-5,5,2,1,1,0,2148,0.4,1502,34,-16
1,4,-1,1,5,-5,7,0,0,0,0,2919,0.6,2298,32,13
0,-16,-1,1,-8,8,-7,-1,-1,0,0,-2692,-0.4,-1609,-7,13
1,1,3,1,0,0,-4,0,-1,1,0,-499,-0.2,-295,-18,-24
0,2,-2,1,-2,2,-1,1,1,0,0,75,-0.2,644,35,2
0,37,3,-1,-2,2,-1,0,0,0,0,-1314,0,-1498,-17,-23
1,24,6,1,9,-9,10,1,1,0,0,3243,0.4,1919,-35,13
0,-28,-3,1,1,-1,-1,0,0,0,0,-443,-0.2,-732,-9,-8
0,-15,-1,-1,-6,6,-5,-1,-1,0,0,-1844,-0.2,-1368,10,0
1,1,-2,1,1,-1,5,-1,0,-1,0,270,0.4,638,16,4
1,-22,1,1,1,-1,1,-1,-1,0,0,1221,-0.2,-311,40,-7
0,-68,-2,-1,4,-4,5,0,0,0,0,1132,0.2,778,22,-19
0,-3,0,-1,-4,4,-6,-1,-1,0,0,-1482,-0.2,-724,35,-6
1,3,3,1,2,-2,4,2,1,1,0,1151,0,-108,31,5
1,-1,1,-1,-3,3,-1,0,-1,1,0,-143,0.2,708,24,11
1,27,-1,1,2,-2,-4,1,1,0,0,305,0.2,-374,-43,13
0,-33,2,-1,-1,1,-6,1,1,0,0,-438,0,-778,41,-7
0,2,-2,-1,-6,6,-15,-1,-1,0,0,-3531,-0.2,-1781,-21,-1
1,1,1,-1,7,-7,10,2,1,1,1,3987,0.4,1169,20,0
0,-21,-2,-1,0,0,1,-2,-1,-1,0,179,-0.4,-962,11,-4
0,-3,0,-1,-9,9,-12,-1,-1,0,0,-4124,-0.4,-3090,-45,-11
1,1,-1,1,4,-4,5,1,0,1,0,2927,0.6,3135,35,8
1,61,-1,-1,0,0,-10,2,1,1,0,1665,0,1578,48,8
0,-4,1,-1,-5,5,-6,1,1,0,0,-2946,-0.4,-2952,-3,-11
1,-8,2,1,4,-4,11,0,0,0,0,1440,0.2,1148,-50,21
1,-1,2,1,4,-4,4,0,0,0,0,2263,0.4,1451,7,0
0,37,0,1,6,-6,6,2,1,1,0,1878,0.2,703,28,-6
0,51,-2,1,-3,3,-11,-1,0,-1,-2,-4259,-1.4,-3503,-45,-6
0,-1,-1,-1,-4,4,-6,-1,-1,0,0,-1311,-0.4,-1472,52,-36
0,-11,-3,1,-5,5,-12,0,0,0,0,-3856,-0.4,-1959,-55,-4
0,-2,3,-1,-2,2,-6,-1,-1,0,0,-1317,-0.6,-816,-30,1
0,39,-3,-1,-1,1,-6,1,1,0,0,-1538,0,-320,16,-4
1,40,2,-1,-1,1,0,2,1,1,0,-1641,0,-602,-23,4
1,-72,2,-1,-3,3,-4,1,0,1,0,-1255,-0.4,-254,-11,-13
0,0,-1,1,-1,1,-5,1,1,0,0,-1154,0.2,-93,14,-30
1,1,-2,-1,1,-1,5,1,1,0,0,2312,0.6,2522,72,12
0,-41,2,1,-7,7,-11,-1,-1,0,0,-4431,-1,-4570,-51,-16
0,5,-3,-1,-8,8,-9,0,1,-1,0,-4215,-0.4,-1902,-26,7
1,5,2,1,6,-6,11,1,1,0,0,2658,0.6,1915,17,2
0,0,1,-1,-3,3,-2,1,1,0,0,-2576,-0.6,-2182,-22,0
1,8,2,1,4,-4,3,-1,-1,0,0,3029,0.4,1278,56,-13
1,0,0,-1,2,-2,6,-1,-1,0,0,787,0.2,846,10,-6
0,-14,-2,1,1,-1,-3,-1,-1,0,0,-514,-0.4,-1465,-27,-13
1,8,-2,-1,0,0,-1,-1,-1,0,0,-227,0.4,923,-47,13
0,0,0,-1,0,0,-1,0,0,0,0,-347,0.2,125,14,-4
0,9,-2,1,-4,4,-9,1,0,1,0,-1645,0,-1268,22,-7
1,0,0,-1,1,-1,3,-2,-1,-1,0,239,-0.4,-709,41,-39
1,6,4,1,0,0,4,-1,-1,0,0,226,-0.4,-955,0,0
0,3,1,-1,-4,4,-4,-1,-1,0,0,-2150,-0.2,-1486,-13,9
1,5,-1,1,6,-6,7,1,0,1,0,2680,0.6,1517,-2,-8
0,0,0,-1,-3,3,-5,-1,-1,0,0,-975,-0.2,334,37,16
1,-5,1,1,0,0,4,0,-1,1,0,484,0,-614,0,-5
0,-58,1,-1,-7,7,-15,0,0,0,0,-2914,-0.4,-1623,17,19
0,12,-23,-1,0,0,0,0,1,-1,0,-795,-0.2,-1185,18,-26
0,22,0,1,2,-2,2,1,1,0,0,1208,0.4,1363,4,7
1,1,-1,-1,0,0,-8,1,1,0,0,201,0.4,1596,21,1
0,6,0,-1,-7,7,-7,-1,-1,0,0,-2695,-0.4,-1275,-13,1
0,28,-2,-1,-13,13,-20,-1,-1,0,0,-7079,-1.4,-4936,-35,-35
0,2,-2,1,3,-3,6,1,1,0,0,2120,0.2,358,5,-4
0,-1,-2,-1,-4,4,-8,0,0,0,0,-1806,-0.4,-541,4,0
0,17,-2,-1,0,0,-5,0,0,0,0,297,0,518,-3,2
1,7,1,1,0,0,-4,1,0,1,0,1234,0.6,1855,30,16
0,-5,0,-1,-5,5,-7,-1,-1,0,0,-3956,-0.6,-2930,-37,-17
0,-2,3,1,-3,3,-2,-2,-1,-1,0,-731,0,-118,-24,-2
1,1,1,-1,5,-5,5,0,-1,1,0,3339,0.8,3179,2,34
1,2,2,1,6,-6,9,1,1,0,0,4331,0.8,3427,62,4
1,-2,2,1,4,-4,3,0,0,0,0,2275,0,1360,40,-32
0,-3,0,1,-2,2,-6,-1,-1,0,0,-2086,-0.2,-2017,16,-8
0,-6,-2,-1,-6,6,-6,1,1,0,0,-3637,-0.8,-2456,-51,-14
1,-7,1,1,4,-4,2,1,1,0,0,2685,0.4,2307,25,-1
1,-7,1,-1,-5,5,-2,-1,-1,0,0,-1121,0,-858,10,4
1,-63,-1,1,7,-7,7,-1,-1,0,0,4990,0.6,2055,51,-14
0,-4,4,1,-9,9,-10,-1,0,-1,0,-3289,-1,-4291,0,2
0,-16,-4,-1,-1,1,-2,-1,-1,0,0,-1805,-0.4,-2047,-63,-8
1,-3,0,1,0,0,0,0,0,0,0,446,0.4,429,23,-20
0,1,-3,1,0,0,-4,0,-1,1,0,-859,0,361,-17,8
0,6,-1,-1,2,-2,10,-1,-1,0,0,231,-0.2,-184,-23,-4
1,12,-5,1,4,-4,8,1,1,0,0,3195,0.6,1056,29,9
1,1,3,-1,4,-4,5,1,1,0,0,3973,0.6,3481,45,16
0,0,-3,1,-6,6,-11,-2,-1,-1,0,-2528,-0.8,-2509,27,-1
1,-38,2,-1,1,-1,-1,-1,-1,0,0,636,-0.2,-419,23,-21
0,-52,3,1,4,-4,5,1,1,0,0,993,0.2,872,-2,-15
1,8,0,-1,-2,2,2,0,0,0,0,-246,0,-1064,3,13
0,29,2,-1,1,-1,0,-1,-1,0,0,-125,0.2,-637,-37,20
1,-2,1,1,2,-2,0,1,1,0,0,1766,0.2,719,42,4
1,24,3,1,4,-4,2,0,0,0,0,1811,0.4,875,28,-15
0,2,2,1,0,0,-1,1,1,0,0,-418,0,-1320,17,-8
0,27,-1,-1,-1,1,6,-1,-1,0,0,-38,0.2,281,5,4
1,10,-4,-1,-7,7,-6,0,0,0,0,-2878,-0.2,-1184,-26,3
1,-7,-2,-1,-2,2,-1,-1,-1,0,0,-703,-0.2,-653,-4,3
0,17,3,-1,-5,5,-1,-2,-1,-1,0,-1957,0.2,-354,-7,-8
1,4,-1,-1,3,-3,3,2,1,1,0,1982,0.8,2243,35,4
0,-18,0,-1,-4,4,-3,0,0,0,0,-2642,-0.4,-2116,-19,-9
1,-7,-2,1,3,-3,0,1,1,0,0,2393,0,725,48,9
1,9,0,1,4,-4,1,1,1,0,0,3002,0.2,1582,59,-7
1,-4,-1,1,3,-3,3,2,1,1,0,1346,0.4,849,-45,11
0,-1,0,-1,-10,10,-7,-1,-1,0,-1,-6200,-0.8,-3576,-53,8
1,1,-3,1,11,-11,13,1,1,0,0,7166,1,4491,44,33
0,4,2,1,4,-4,7,0,0,0,0,2199,0.2,459,-24,-5
1,-4,2,1,-2,2,1,1,1,0,0,-1022,0,-1301,-11,4
0,74,-1,-1,2,-2,0,0,0,0,0,931,0.4,740,9,-2
0,3,-1,-1,-9,9,-9,-1,-1,0,0,-6225,-1,-3975,-32,8
0,38,-1,1,-7,7,-7,1,1,0,0,-3638,-1,-3337,-5,-15
1,23,-9,-1,-1,1,-10,0,-1,1,0,1903,0.8,4023,73,16
0,-78,-2,1,-1,1,-3,1,0,1,0,-513,0,-1056,-44,12
0,-19,-1,1,0,0,-3,0,-1,1,0,257,0,1183,23,-8
1,-3,-1,1,-2,2,-7,-1,-1,0,0,-633,-0.4,-1089,14,-27
0,-3,0,-1,-6,6,-6,0,0,0,0,-3151,-0.8,-3729,-24,20
0,-3,0,1,-4,4,-13,-1,-1,0,0,-1931,-0.4,-1572,-5,-21
1,0,-1,1,1,-1,4,-2,-1,-1,0,607,0.4,1293,8,9
0,0,-1,-1,-5,5,-4,-1,0,-1,0,-3510,-0.8,-3014,-63,-1
0,1,1,1,0,0,-1,1,1,0,0,1063,0.2,-125,23,5
0,1,-1,-1,1,-1,3,1,1,0,0,60,0,-325,9,4
0,0,1,1,1,-1,2,2,1,1,0,639,0,-401,-5,-12
0,0,-2,1,1,-1,-1,0,0,0,0,960,0.2,39,14,3
1,-22,-1,1,6,-6,6,0,1,-1,0,3332,0.2,1330,12,-12
1,4,1,-1,1,-1,3,1,0,1,0,2689,0.4,1875,15,23
0,-5,-8,-1,2,-2,0,1,1,0,0,-30,0.2,1414,26,17
0,7,-4,1,-2,2,3,-2,-1,-1,0,-2343,-0.4,-2231,-41,-41
1,0,0,1,2,-2,-2,0,0,0,0,2501,0.6,2231,75,-12
0,-1,-1,-1,-4,4,-10,-1,-1,0,0,-2109,-0.2,-335,-7,12
1,38,3,1,2,-2,1,0,0,0,0,2588,0.8,1353,47,4
0,-4,1,-1,-5,5,-8,-2,-1,-1,0,-4085,-0.8,-3256,-1,-20
0,-18,-3,1,0,0,-5,2,1,1,0,-369,-0.4,-379,-14,20
0,-1,-15,1,3,-3,7,1,1,0,0,1359,0,132,3,-12
1,4,-1,-1,6,-6,4,0,0,0,0,3559,1,3296,57,-16
0,-6,4,-1,-3,3,-3,-1,0,-1,0,-1269,-0.4,-1991,-19,2
1,-1,-2,-1,-3,3,-1,0,0,0,0,-2195,-0.2,-291,-56,24
1,33,0,1,7,-7,16,0,1,-1,0,4988,0.8,3720,14,5
1,-69,2,-1,4,-4,3,0,0,0,0,2714,0.6,2819,59,14
0,4,-2,1,1,-1,0,-1,-1,0,0,-1052,-0.4,-1064,-25,-17
0,4,-2,-1,-6,6,-3,-1,-1,0,0,-3251,-0.6,-2143,-31,-7
0,25,-1,1,1,-1,-1,0,-1,1,0,-264,0.4,550,0,-18
0,1,-1,-1,-5,5,-10,0,-1,1,0,-2191,-0.4,-1391,-26,-13
0,1,0,-1,6,-6,9,0,0,0,0,1297,0,564,-3,-12
1,-2,2,1,5,-5,4,1,1,0,0,2691,0.6,2052,13,2
0,-2,-4,-1,-6,6,-10,-1,-1,0,0,-2713,-0.8,-1456,2,-7
0,11,-2,-1,4,-4,5,-1,-1,0,0,2748,0.2,2277,13,0
0,0,0,1,2,-2,1,0,0,0,0,-537,-0.2,29,-15,-6
1,0,0,1,5,-5,4,1,0,1,1,4027,1,3285,9,8
0,-8,-3,1,-2,2,-3,0,0,0,0,705,0.4,1616,22,19
0,50,-1,-1,-6,6,-12,1,1,0,0,-4038,-0.6,-2854,-42,11
0,1,1,-1,2,-2,9,-1,-1,0,0,524,0.2,478,-21,-4
0,-21,-2,-1,1,-1,-1,0,0,0,0,40,0,-731,35,-20
0,-65,3,1,5,-5,3,-1,-1,0,0,1291,0,20,10,-33
0,4,-2,-1,1,-1,4,1,1,0,0,72,0.2,-81,-11,-23
1,7,3,-1,1,-1,-6,0,0,0,0,1287,0.6,440,2,-16
1,2,0,1,-1,1,-2,0,-1,1,0,1299,-0.2,-918,34,10
1,-3,3,-1,1,-1,2,1,1,0,0,1218,0.2,1150,5,-4
1,67,1,-1,-1,1,-7,1,1,0,0,-1380,-0.2,326,-25,16
0,-6,3,-1,-1,1,4,-1,-1,0,0,-1275,-0.2,-551,-7,0
1,3,1,1,9,-9,4,0,1,-1,0,5664,1.4,6002,79,31
1,-1,3,-1,6,-6,8,1,1,0,0,2186,0.4,1698,-9,-7
0,-1,-1,1,-5,5,-8,-1,-1,0,0,-2286,-0.6,-2574,-10,1
0,1,1,1,-1,1,1,0,1,-1,0,-769,0.2,-217,3,0
1,6,3,1,0,0,-1,-1,-1,0,0,650,0.2,128,43,-25
1,-37,1,1,2,-2,1,2,1,1,0,970,0.2,748,22,0
0,130,1,1,-3,3,-5,1,1,0,0,-1856,-0.2,-1804,5,-24
1,-24,1,1,6,-6,6,1,1,0,0,1872,0.4,1869,-48,7
1,7,2,-1,6,-6,14,0,0,0,0,1880,0.4,1473,15,-26
1,15,1,1,4,-4,7,0,0,0,0,1652,0.6,701,-43,9
1,0,-1,1,-1,1,-2,1,1,0,0,-1348,0.2,-407,-11,5
0,-26,0,1,-3,3,-5,1,1,0,0,-102,0,363,24,12
0,-5,2,-1,-7,7,-11,-1,-1,0,0,-4130,-0.4,-2849,-16,3
1,-1,2,-1,2,-2,0,0,-1,1,0,1383,0.2,1273,25,-18
0,-45,2,-1,-2,2,-6,-1,-1,0,0,-1787,-0.2,-608,-51,3
1,3,-2,1,6,-6,9,1,0,1,0,3522,0.6,1442,60,-16
0,0,22,1,-1,1,1,0,0,0,0,-449,-0.4,-1347,-23,-7
0,7,2,1,-3,3,-4,-2,-1,-1,0,-1756,0,-985,-51,16
0,-4,5,-1,-6,6,-7,-1,-1,0,0,-3849,-0.6,-2159,-15,-8
1,-18,0,1,2,-2,5,-1,-1,0,0,1121,0.4,933,7,-11
1,0,-1,-1,9,-9,14,1,1,0,0,4882,0.6,2658,14,0
1,-1,0,1,6,-6,2,-1,0,-1,0,2945,0.4,2019,13,-4
1,-5,2,1,3,-3,6,2,1,1,0,1006,0.2,820,-17,5
1,2,1,1,1,-1,1,1,1,0,0,1287,0.4,603,13,2
0,-5,4,-1,-4,4,-1,0,-1,1,0,-1817,-0.2,-1035,-29,-4
1,-114,1,1,0,0,3,-1,-1,0,0,733,0.4,675,18,11
1,19,1,-1,3,-3,6,1,1,0,0,2413,0.6,2163,45,26
0,-107,-1,-1,-1,1,-1,1,0,1,0,-1093,-0.4,-1572,-32,-7
0,-3,1,1,-3,3,-2,0,0,0,0,-3666,-0.8,-2993,-66,0
0,-1,3,1,5,-5,11,1,1,0,0,1569,0.2,664,-21,8
0,24,1,1,-7,7,-8,1,1,0,0,-4403,-0.8,-3750,-73,16
0,66,-1,-1,-2,2,-5,-1,-1,0,0,-189,-0.4,-1118,43,-12
0,-30,0,-1,-6,6,-4,-1,-1,0,0,-2156,-0.4,-1052,42,8
1,-1,2,1,9,-9,9,1,1,0,0,4371,0.6,3099,-12,3
0,48,-3,1,1,-1,-2,-1,-1,0,0,77,0,630,-2,3
1,3,0,1,2,-2,8,-1,-1,0,0,1938,0.2,738,21,-20
0,-2,-1,-1,-2,2,3,-1,-1,0,0,-58,-0.2,-1047,3,2
0,-3,2,-1,-4,4,-6,-1,-1,0,0,-2723,-0.2,-1062,3,-9
1,3,-1,1,1,-1,3,1,1,0,0,1411,0.2,1163,63,-1
0,-45,1,-1,-8,8,-9,0,0,0,0,-2998,-0.6,-3331,-17,8
1,-1,-1,1,0,0,4,1,1,0,0,97,-0.2,-1064,8,-15
